id,course_specific_id,gender,year_of_birth,level_of_education,q1,q2,q3
041971d34c2652bc45e52e731a23b1d488314c3ce584142a35e245abe58c3e70,a1396a94e775a6974cd6f1dbaa3a0e8c,f,1988,m,[u'choice_6'],choice_1,[u'choice_0']
efc5d844e60fe3876af5955dee01b0c774ba75ac8876c6725213dd6d149a059d,6d2f3ff410ee78417b06a104583acab0,m,1976,m,[u'choice_6'],choice_0,[u'choice_0']
3337f2d2b60b95cedfb2e975702c0fe19c8083c6e4e3160ce9f4771640346c78,ce34ab082c505940f5a6abdd73665bc8,m,1963,m,[u'choice_0'],choice_1,[u'choice_0']
123f0ed92a721ea9730e787e25d9ebcc9679d58072cdef6a8d8965bfce062ebb,a292eb2c7526049e32d3ac7417e6b28e,m,1993,b,[u'choice_6'],choice_0,[u'choice_0']
e159e7c54d71cacb4964e80239991ab0b7037dc99faea9058142bfe75c3ad129,e2f1cf63f8f52116e62d8c3a84eeb154,m,None,jhs,[u'choice_0'],choice_1,[u'choice_0']
01c1c57b08af53f8077f366700856b7350aa6cfd7d8f46298a601e77d391d8bb,5760806ee98bbc53df2a344aaf9fcc4a,m,1963,jhs,[u'choice_0'],choice_1,[u'choice_0']
b7ef6de2ab5cd69d23a2c9973d93bee2fce5b94f3e2d73095666f41ffa6e2a2b,e017c82a80e1f6dbdf108342404c87e8,f,1991,m,[u'choice_0'],NA,[u'choice_2']
ee786f7bbc5dca8afdb0ca4e5214fd6597714c83353fa3353e8b77c4d9458165,aa690629fa5b286494d67bc456b9929d,m,1968,jhs,[u'choice_0'],choice_1,[u'choice_0']
3d25e97063880b1031baf42504782543b0c5885e3548c2ea94a03de8a9db0d25,11399a8954c6a4f2702a77e235d8633e,f,1979,m,[u'choice_6'],choice_1,[u'choice_0']
e179ea74f4f5490d8e394adaa4419fbfa4a3f4d257d15eefc6c2ab521607ea31,2ef570e0eb64060f7578f5f09b8bf696,m,1983,m,[u'choice_0'],choice_1,[u'choice_0']
5f695297ffd310868f85da4b33a3aa5ffd50d17533dccc1553b0b0fdefa4d285,1d8f7ab3416bc46d054e4ab9a7055f2b,m,1989,m,"[u'choice_2', u'choice_6']",choice_0,[u'choice_0']
c5a9289618261b87518177e50d718460a513e6fa71a495d11d3a8515b428cbde,3a1ceaa5262e261e9e4d5f7bd2b466f5,f,None,m,[u'choice_8'],choice_1,[u'choice_0']
215d14a5d8e9f1f9486387ef0a113c0132ef13ad3c00b79fdce809cd2baf424e,d1e6cf494ce9cbb111a14009fa35b019,f,1966,m,[u'choice_0'],choice_1,[u'choice_0']
c7ca547fa15eb2d15f0c40c0e67cca1a18efb909ba7d3c409d9da72046b9deee,3f0cb5bc60895c4ec9607fafd4631ee7,m,1967,b,[u'choice_0'],choice_1,[u'choice_0']
ce60758bcae94d18adf3d83c4619d1f14af0f169eba78c20981e4073190d485e,5ff52af3b9d55b8a58fc18ff32550bf2,m,1994,b,[u'choice_8'],choice_1,[u'choice_0']
28cf9a6010199b6c4e2dd21480d03635bb7c60b337401d23d72bf22e941f7442,832a653118ebdb636c217152bc64f71e,m,1980,m,"[u'choice_0', u'choice_1', u'choice_4']",choice_1,[u'choice_0']
357d1a55914d00466122dc1bc90d729453508bcd978c8db33e7bdd290ee36339,1c1a5c7249dad0eb25228a53a07ad6f8,m,1989,m,[u'choice_6'],choice_1,[u'choice_0']
6d5633c893f7a1c12d8f911429ed8055aa20b746aa194687499c470f332238f0,3c903541bddfda7e0e7131376a72132d,m,1963,m,[u'choice_0'],choice_1,[u'choice_0']
e698a13caaafb9d3fdd173009174e841ee08d3a0d031b8a865ad25bfa1076dbc,fe1cfaa8d8aefe946ef6b0af1a3d88ca,m,1989,b,[u'choice_2'],choice_1,[u'choice_0']
ae072a9f298503e4933593ca3fc869551714233ffc3629074a59129d4e41c772,175a0abe4dfcd96387942241bc1e1fad,m,1977,m,[u'choice_1'],choice_0,[u'choice_0']
a150397baf569b952989fe4a92fed1e57a50d6233c9f2bbfc19a5ab9aa604fb9,91abdabe20345a8f29275d78c2183023,m,1983,m,[u'choice_0'],choice_1,[u'choice_0']
75f12d6daeaa1cb07d2f12110cea3017da7da72a50967c965305e6ec7992f364,07b44f9238f2c63d827534a842119d1b,f,1997,jhs,[u'choice_0'],choice_1,[u'choice_0']
4812b3a4175ce552655c11c93a423284960c2e11a56c92456ccd1d1bb7e84b04,ed385f6bcae9c5d2ad4d19c6bf0a3cf7,m,1958,m,[u'choice_0'],choice_1,[u'choice_0']
958a6755e8d5359025e7dee3aa27035b93d652ea3bc66294acc731a2b60bc3cb,efcb23ef39e540b91d22d85e52d17d02,m,1954,m,[u'choice_0'],choice_1,[u'choice_0']
04e32ab6b785856625e96477456e768929b2db3051d01e6833dc9171c9900572,68ab81b09b60510b1ff48846600435a8,m,1979,m,[u'choice_0'],choice_1,[u'choice_0']
42254d7491b974acb80233e0b2393599f1545852f6d99d91ed03a85086d275ff,15dc6243ee81f3630130f003043f5051,m,1994,hs,[u'choice_0'],choice_1,[u'choice_0']
f380c4a9c0de005fd51041862b1360bb3b29970285347439b3fe211f6736ca56,d8b09b751385012420ec9f30e4950184,f,1993,hs,[u'choice_2'],choice_1,[u'choice_0']
4d5cbe09fe4eaac6809381070faab78ebf2b4b559a949012cdbc6cf4f179d45e,7bcbaa5713f543c568d16621c984fd95,m,1988,m,[u'choice_2'],choice_1,[u'choice_0']
ec3e2517106492968a6c306cc2d619ba01b69734896123be6efabb0c5d051a38,58ba5bda6099d4abe04f713ba7614423,m,1980,hs,[u'choice_6'],choice_1,[u'choice_0']
b9e6abc2848a5f799c3e55f8eab1d731ad4da3fce76470e270299f661af2fffc,3deeee60a5274f37efdf3edafe3ded8d,m,1978,hs,[u'choice_0'],choice_1,[u'choice_0']
4ec564ac4f9f48695e58923b7939eeec3ce3fb6e5212ca4087602927217c369f,13721fe873caa3d2e820776049328a39,m,1994,hs,[u'choice_0'],choice_1,[u'choice_0']
b2054fc232947f2cc10f338209c5f28d0d167d4c2109d9714c07bfd4e9985487,f8e30c9e18f6988cecfd55f1f0037924,m,1980,b,[u'choice_0'],choice_0,[u'choice_0']
11f93fc75650eacd9b71857717354f6339cba4b90b893d819d422c1065d62f5a,b54e854054920315e6dc019e42379222,m,1989,b,[u'choice_6'],choice_1,[u'choice_0']
2722cf12e6f8121da77fe31be43af4e6eb4807cc4b37cb24f5e56d4b3faa96ac,c43689044988e94db46e316cb663ced2,m,1976,m,[u'choice_0'],choice_1,[u'choice_0']
dc8037856041dee22aedac76084332804a311fc1c908720710eabf092a157bf8,61334f1abc1e42aea982ef0513255f11,m,1985,m,[u'choice_0'],choice_1,[u'choice_0']
328b5be112d2955fad1125a88fad01bee848b94d35f432ee54a88e10ad765346,bccb4d07b94fd26aaf2e24f42f83e7fc,m,1981,m,[u'choice_0'],choice_0,[u'choice_0']
b07d9074edfc79f18c421b6cf6a202904748f52eccf19795efb3d8ca3cecb4e5,f8baee1e352905062080541eab3088aa,f,1975,m,[u'choice_0'],choice_1,[u'choice_0']
02c3292228765571ea04e7d3f2a89bc93150df717103d1057d786616a7772541,ac62e44848039a7aa686228859b99a98,m,1964,p,[u'choice_0'],choice_0,[u'choice_0']
eb73cdd3a4a4665d43fc58f1d2753b50bd01f65f7022411913b1fe08269d0cfb,57721b86675cef96466f1c420c7ef43b,m,1994,b,"[u'choice_1', u'choice_3']",choice_1,[u'choice_0']
5666315037a60dbf04b1b72b17ad480b987b2de89984396fa4bf494e6cea5c43,7723e8ecb7d5b1516fd135d1792704c2,m,1970,hs,[u'choice_0'],choice_1,[u'choice_0']
2aa9b23311001afee738a1a79e68850f3e2bc74a3b51adfcffd56b1c0d9b08d4,3072877caef633266a4720b69aa0a2f0,m,1974,m,[u'choice_7'],choice_1,[u'choice_3']
7cc7b0c5e97e91d9801719368b2169b987fc2089bd96b6bc23371b7767e3027c,a7fd4fc6a5512dc08019b36fd3394f3c,m,1986,b,[u'choice_4'],choice_1,[u'choice_0']
80b4b088d65908ace22200a3c9bd0c4327f859b478bb95fe8503ae764c81e52c,6279696fdd7ae98169ce76198b0b7605,f,1970,m,[u'choice_0'],choice_1,[u'choice_0']
8cd93f348de40d39122535d1131cb1eabb6d46c5615d69c6c11405510b8a4774,68d7a068a057c884fda36ff297f4b5da,m,1990,m,[u'choice_0'],choice_1,[u'choice_0']
82ef028af22033df779b1abc6359c8beff1bcf603f4053d9b917c764ad685a97,5a52ff3dccebced7881dd2f6527ae826,m,1987,m,[u'choice_0'],choice_1,[u'choice_0']
e478bb992c54c50126eb164ccf2fcd4df857fc51399ce7d824e184720ef2d1da,e3b2f3182eca8a2bf54d950357ff0317,m,1974,hs,[u'choice_0'],choice_1,[u'choice_0']
be3617a60abd28b24a798b216dd8ea50f004671ab4560aee10459cfebb9ef5ab,b0b5e3e967a72dda59ae6e2bef78377f,m,1968,m,[u'choice_0'],choice_1,[u'choice_0']
f58cc07cac34062c89f40843ccdd6b72175772ea9b47dc5e7aadafeb99df8984,c6319896eb6eaab1e0fae3f567bd6c4f,,None,,[u'choice_0'],choice_1,[u'choice_0']
4a6f486298bedb4022328c7d7f2ad41c8291ea64abf3ddad800b08ebaff1adb4,3dab92351b7ccf7d4f122d0be8ad57e3,m,1986,m,[u'choice_6'],choice_1,[u'choice_0']
f736671ebf4ece435db667cb5465b50488157883e69c90f205942b6faf8ca1f2,8e63ad630b141f7ceee32aae3e810d87,m,1951,m,[u'choice_0'],choice_1,[u'choice_0']
0f0a29412ca0282c9eb16a671101abca142fee7dc8e59a09a1cf87d606abbef6,1b9c7ba7f3be14a8bc9756f19de5dc08,m,1989,jhs,[u'choice_0'],choice_1,[u'choice_0']
9f631a3bf3e8eaf17890beed42b2c76ebe351c9d17c9f6ea14a1c4634cdee2b6,d260bf6c25f96edda36510cf767eec7b,f,1984,hs,[u'choice_0'],choice_1,[u'choice_0']
16f80e149a874c383440e88ca9dee10fb8bc8bf4b3a88d22b3323d4bc48bd461,0d2e3bc2e24834a6e2b679e682782a3e,m,1968,other,[u'choice_1'],choice_1,[u'choice_0']
79be73d625bfa4ab23a03bd4848b960872d682abbcbf8b8e3ff336dfdb6f4bef,c0012cc4b9401569190d9ac0aab05b31,m,None,b,"[u'choice_0', u'choice_6']",choice_1,[u'choice_0']
ccbfaa52a4160d2e766d43a44b93937a48f0be3a3326fd1a41620a14c4f76df3,8ca6304cedf4334ac13699222602e918,f,1993,b,[u'choice_8'],choice_1,[u'choice_0']
1d64f1d0e22981a940f1d6cde86af960be94dfd140a5ab840f6ec5cff9ed4ef2,00b43e0a138051b73a3f67116956ef88,m,1990,b,[u'choice_0'],choice_0,[u'choice_0']
0ee921b11b79dede107328d468f71fcbf190ea4d929d617dde626cbb26cb5cac,fe1ceeefda68250785c80a0453eaf51c,m,1980,jhs,[u'choice_1'],choice_1,[u'choice_0']
a890a23725ee25b0443d9384862e34f2bcc0dfa56db088e3d5ca12ffd7e8896b,555b1e4f9908662ec83bff23d9b8a5c7,m,1979,m,[u'choice_0'],choice_0,[u'choice_0']
714e11ec6c7b55b2c4660760f31ba049ac5d2e82432bf3dbcafab0802e0ad673,af46de4e11c2363148ef46865507ba3d,f,1992,m,[u'choice_6'],choice_1,[u'choice_0']
fe5631740a6b3682534d27c00f73842a5f6a4d7d7478246f07e9a9fe590feb31,3d7dc46395a9bfb8803e325468f905ba,m,1980,b,[u'choice_2'],choice_1,[u'choice_0']
23224452acfb56c177b28db55121cd03f2de09440f87422cb2a373c69f5178af,dcb9ad9a93be40a71cd90e1a4dd9c03b,m,1985,m,"[u'choice_0', u'choice_2']",choice_0,[u'choice_0']
6176b472911baa73df5a326b40a2dfbde7b4c4158432b226d5e8330c9c61f1db,4d87cd8a8e523a3164814a443cc7cb55,m,1997,b,[u'choice_6'],choice_1,[u'choice_1']
aef9e89084bcb18df391cd0b1ff503cdd86d24341ea23bdcea75cae2e397fee1,7ee1b9ed82e6ab77efff12d28033fd89,m,1953,hs,[u'choice_0'],choice_1,[u'choice_0']
a32808ca018063b46b741c8cb428395d3836af64b1735a4b93a40249f8fea44f,3969ba4bbaade297470c2f931242cf2c,f,1975,m,[u'choice_2'],choice_1,[u'choice_0']
1b73a1bc7f5d86fd48aaad017c74450ebde356aaf1e793ad5e39768e602d1143,a4439693ef87c8c5b22ef091e88c1fc6,m,1961,hs,[u'choice_0'],choice_0,[u'choice_0']
4c1b3bc8d2895370c34d43f036d3f885aaab497e21a5b2359dbd949312d636a8,33597d66429174c895191151e654e5c4,f,1974,b,[u'choice_0'],choice_0,[u'choice_0']
d3b41373f0e1410d4ec5a0edc134d6290d68ce235b037ff5de5286918feb5ad3,7a1731fc86efedafe332e0bca523f9ee,f,1978,m,[u'choice_1'],choice_0,[u'choice_2']
5d330dab9738b60755f5f996cbf0026eb7386f527161d9fc330d410ff54b2a47,fa8857c57e4fa76a6d2e3716dc80da5f,m,1970,m,[u'choice_0'],choice_1,[u'choice_0']
8c4d4bb2507d14b18671b0781bb7b253ebe560973794ce4839d908e8608fa0d9,7bd63fca9ab922cd516c64f14a91f915,m,1987,m,[u'choice_0'],choice_1,[u'choice_0']
ef9aa3ccfe7170042aa1459e6bc6ff5ecc83f645509624bc589aece20ebec8b2,a5092bcc9e8ee8286e26d4597f95c9a6,m,1980,b,"[u'choice_0', u'choice_4']",choice_1,[u'choice_0']
131878878a6e44acc3932bf196923aae16aca09b59a2b6c6aefbce03d56a6eb6,00504fc693b1e7167d7d188415704fa9,m,1990,b,[u'choice_6'],choice_1,[u'choice_0']
f68b8b16a3a381ab370e1d7189df1cd532f777c57ec896421ae9be9acf6ec26a,fe5c4a8cb3f165830575cc8c2d677dd4,m,1970,hs,[u'choice_6'],choice_0,[u'choice_0']
3cb0d6739a056f05715be7265184d7995903b8d1d4deb199e38a02f652f82d50,cfb6ade75479694a93b496c739512d33,m,None,m,[u'choice_0'],choice_1,[u'choice_0']
27e6f22fd6b139d4f5dbb8b806568f065e1dbea1e8d8b2895484f2d8d47ae123,ff55264fbd26692e3b5b2f6dc1b5d249,m,1995,hs,[u'choice_0'],choice_1,[u'choice_0']
687f59a9f88e030567c9fc8e396ab31fdeb64890010667e609fca03f3e36ed6c,b7ee0fc174bcd58b416d2b6ee71b1c1f,m,1989,b,"[u'choice_0', u'choice_2']",choice_1,[u'choice_0']
4698a6d9ae157eac3cbc0a297ff38cb33fba97cdebeb83d93cbd79d218912a9d,580cac3f6d65dd911ef84e597f8ff59f,m,1971,b,[u'choice_0'],choice_1,[u'choice_0']
0502cad88c885cfe2dbc5a052a1440fc63809d7d87ce4bb8c3811c0f7a164cb3,56a54bfd6ba817c295e34ea0243ba86f,m,1953,m,[u'choice_0'],choice_1,[u'choice_0']
7e343a42ebb84c57458d8567dc04ed551b896d744a7dfca994ca0be36190fc63,8a56da05102c1bd50ef6d08e8f367b46,m,1984,m,[u'choice_6'],choice_1,[u'choice_0']
e13855befdbe6d4201f607574b6149cec53309b4b622a240dba91547715787a6,c838b11d6281bc5df1b52a425afe764c,f,None,m,[u'choice_0'],choice_1,[u'choice_5']
e7ca0f6c0bf60198e8e688d62615e2d1723cc3496a508012fcd11ba170b06613,6986165a8cf376dc3fc470d716f2d480,m,1982,m,[u'choice_0'],choice_1,[u'choice_0']
0146e599c84044d7e05298abfc0e216b5f96ef6ec57dbce6459c104355276934,837268bb05d44b960779a20e79f8af9c,m,1987,m,[u'choice_4'],choice_1,[u'choice_0']
348799bd04755e9a743190ab9f327a518c7f10cb86990a43099d9ac1cdfdcbcf,b90272ab582cda426ac4e6502f9554a5,m,1989,hs,"[u'choice_0', u'choice_1', u'choice_6']",choice_1,[u'choice_0']
10c675c7f386bac9c5798ed96b3e58d27d95ce5dc0261ad7a996e00b5a804093,fd974027e6c774577ac18b9a952240d7,m,1970,m,[u'choice_0'],choice_1,[u'choice_0']
a9c3989a786046fda4dabe641a1c15bcf5b7d2b5976fb01a6b14286cc2f85255,6b441a77904b514ec93f9df119592397,m,1978,m,"[u'choice_0', u'choice_1', u'choice_7']",choice_0,[u'choice_0']
97b5eafe6fcb4875d87a2166a46d7081094b91114e46426f5c7fb60f4b33f399,59241c04c9de33c6417e855c949f9603,m,1989,m,[u'choice_2'],choice_1,[u'choice_0']
457f4a9f38fd4b1212c3b232d10bd27680366ccbf8c6bb72fec99cacb51dc6b4,f7c11b8a9c90cfedbea963a1e8c02a3f,m,1986,m,[u'choice_6'],choice_1,[u'choice_0']
8bfed9bdc40e7ccf8c862ec032499af5a2d1822f68c7a4cb2dcf71894039c106,c204ccfa90803f8aefa4998b09c68280,m,1984,m,[u'choice_0'],choice_1,[u'choice_0']
0ba74c529c982a02b0f9c39cb03a490966451ab45097ab15535b8c2501537995,9a625fc5afc1f0cf8120049411b4b0a5,m,1985,hs,[u'choice_0'],choice_0,[u'choice_0']
8d59da55b7cfb837aadec99ea83f76f8c1b1ffabe5405480c72b752d069dd2af,68dd20fb0370101fd7a88efb9623b8ef,m,1982,other,[u'choice_0'],choice_1,[u'choice_0']
41d2cf39172fec62477214d7ef5a5cb4227849324101266a310a30a77da3f816,0379d9f19c5277ffa3722946e11d1368,m,1964,b,[u'choice_0'],choice_1,[u'choice_0']
6e51e0748841c4bb356d624ec2e701ec6b8854796f4f42f9e2674418ef880699,414115e6044afe941f95a3ee7b3e3328,m,1983,m,[u'choice_0'],choice_1,[u'choice_0']
f2896e7bf44dedd3a893fd25a399638d8043064126d88c3302883df92e8e1e70,91857d5ce833df171d58da48029efcd0,m,1967,jhs,[u'choice_0'],choice_1,[u'choice_0']
e0f31cf8bb6674b2742e975b55b11647f7a1926bd5b39c250da71a159e275c0d,bc35c77b4c94864f5ab9b393b872c09b,m,1987,b,[u'choice_0'],choice_1,[u'choice_0']
71e9edffb1dac786706eefb02245d3bf1e59e14d3c24ffe2e82891e9cb2274fd,ef6e4c6c65fcbbd2723810d87534e68b,m,1987,m,[u'choice_0'],choice_1,[u'choice_0']
ae647cdf8662659dd2aa3b510edb6655103d4dcb563b085675f17c939d031c12,1cf2e592509d9de5d19ccc2ca791ff65,m,1994,m,"[u'choice_0', u'choice_4']",choice_1,[u'choice_0']
d42795920962d3ffcf9ee57ae5259ea343a587a11b42d7cad94ac2d5a2bee48d,1730bd8059cd97bdb495650c650367c0,m,1980,m,[u'choice_0'],choice_0,[u'choice_0']
30f6b0bea06322c7fc2e08ea41399de5caac5b7f7e744e44c46141c5a4443cf1,d7ac05881a6afdb731d1dca497a684ef,m,1987,jhs,[u'choice_0'],choice_0,[u'choice_0']
0418d04afd72d8f942213dbc6667d539b14ce1d78d8d659f37f87961c09db7d8,703fe52951502e144aa45e37adb799fb,m,1993,none,[u'choice_0'],choice_1,[u'choice_0']
b7bb134c3cefd4989465ba3518e7b88956bb267356e3f0a1671cc71443ac9c96,00b7bd5d897dd508584be5b35c685f51,m,1993,hs,[u'choice_0'],NA,[u'choice_0']
58d4506a688c87911dfae204597aeaf55bac91e4f7e0d7c608a1dce55c2e837b,a3b488261d37709a519a5bbb8c59b472,m,1993,jhs,[u'choice_4'],choice_1,[u'choice_0']
b1a4c25e85e2eb3370dcd90b800e886b6bed54d5ffb407368f2c8b64f58579b9,c780cd7f89086f9edcb39d2203af4d59,m,1960,hs,"[u'choice_0', u'choice_1', u'choice_3']",choice_0,[u'choice_0']
40e9ee79a08f31ba7564dac8863173661c6efede8e02a091ed8a385bf1b56401,4649126a9a6f2d70bb2f19aa848debf7,m,1988,jhs,[u'choice_4'],choice_1,[u'choice_0']
f60619c81509b6f3853b995753c4d0e29a7469aade6adf228f338360ce17b2ad,a68ebee948a70bf77aa0154ba8f803c5,m,1996,m,"[u'choice_0', u'choice_1']",choice_0,NA
29a972f61407827fe953a539c2427239237bf60d36459ee9e7f59b32e846a7ab,8d38ab0e2c3888218d69430da72da05a,m,None,b,[u'choice_0'],choice_1,[u'choice_0']
7061ad81efae665b6e72f5f9263695894496b1475a8b0a06ca32ed5c1bbf580d,d593394a2cb988c2c04f6c15365dc9dd,m,1967,m,[u'choice_4'],choice_1,[u'choice_0']
2a0ec87a5ee540f2b28c01a23a3614bef8d584fe7db6ec0eb053e8e4a2033125,117dbdd7b7b79c82538ee89f98de5640,m,1970,m,[u'choice_0'],choice_1,[u'choice_0']
de577eb630bf7c2da97ab0ad6f187c86d0fc53e80bdc7a1c4780eb41e5aa0d99,c7a6f238e345937fadcf5d83b9aa6d74,m,1959,m,[u'choice_0'],choice_0,[u'choice_0']
0eafac8675f97a0a755c5b551da4ef265272eb4df8c984d06377e58584eae70a,e2ffc0b4e44b60105044dd683a7980d9,m,1986,m,[u'choice_0'],choice_1,[u'choice_0']
6ebcde4d8ec9c39b0d601ac7df9f21e99415858642bb0ca47299ade9e4d26091,24c3769a5e7308370206cf1fa0136a3e,m,1965,m,[u'choice_0'],choice_1,[u'choice_0']
a62b4a67fd94e98a37d8a50a4bbce1cdb5abd204c05c7bc043bb4b019ed27b5d,c24bae1d0a82b9b42b6ae2b5ef16cbf1,f,None,m,"[u'choice_0', u'choice_1']",choice_1,[u'choice_0']
c03b6078673db9a9b2071ad385e6817af84e8db15b7404b775fa50a70d8d12ba,8f498f3053ceea7f3050463785972e8d,m,1977,jhs,[u'choice_0'],choice_1,[u'choice_0']
a0f392006ed5076b2a7cb6f95b7694a54af346ce2d1eb64955c267867a951c40,bba16a822b0d147cf92c241dd14abee5,m,1988,b,[u'choice_6'],choice_1,[u'choice_0']
2bc5762d3521c6180edb66c6b4266c45e2f4c345e63b3223e5cb245b43a9003f,a24bf90350c7c41d248b3e7c832f6e47,m,1982,m,"[u'choice_0', u'choice_7']",choice_1,[u'choice_0']
cab56062e3643ab840338f83c5d37c884f67b8568bbea3811f47f4abbc03a02b,07eeb0177b4b38d54b7b13d61bf52bb7,f,1981,b,[u'choice_0'],choice_1,[u'choice_0']
6136e29197f08b8624a89b60cc5262676b011207979c44aa111276fd2f00f6da,a7d490adb9503a76e3c160a3e8506a69,m,1966,m,"[u'choice_0', u'choice_2']",choice_1,[u'choice_0']
0ace0e9cedbd81a55630819817fef95ce2b1641b8bad46800e351c3b59d6944c,9f2f03b9e334474dd04b4251d2e8d0b0,m,1994,b,[u'choice_6'],choice_1,[u'choice_5']
f4469d1da0df1019fb5883ac21430e246472869f97062334e56fb235b5da2a50,13627003b95a1b9f4e32cf534e1ce916,m,1983,b,[u'choice_0'],choice_1,[u'choice_0']
40349e5ba850fe852d8720b0a304bef6bb1e564b38615122a2614375d8aa9ee3,a1c83a73de48fc236d0f2930091aaf09,m,1975,b,[u'choice_0'],choice_1,[u'choice_0']
c3ed4025e74ff8017dcc51494954848e23c70c0af769605d2167a39adb089c53,54d9071151fcefe7c98433d1b0d65ca6,m,1982,m,[u'choice_0'],choice_0,[u'choice_0']
a85b6e60e6128cd89dc7ae2267623b72c4c7099329bd02e467afa8ad6dbbde60,81889fb316a8cefb5e8db530875211d6,m,1984,m,[u'choice_0'],choice_0,[u'choice_0']
5b870ef48e5a78e697a5a3103050fdcc02c18ed7ad55a64a67bd17a45bae1af5,77f7370caaa9f01d896ee61fdf1a2883,m,1979,hs,[u'choice_0'],choice_0,[u'choice_0']
213ce0149cdf5b0c235adc289a190c533826881c7df95d8da86a3297d53bcbbd,8ae2497f9b4b0735e30234822adc8464,m,1979,m,[u'choice_1'],choice_1,[u'choice_0']
bd6beaf65dc00fa38eb6966ff933c1bc70b521ffd06c03d1d79f9757cf5273a0,28b0dfbc7df4dbd67beb14f7cf7834f4,m,1961,m,[u'choice_0'],choice_1,[u'choice_0']
ac3e2ab07a34e63066f8544074435e39c1d29eeb050b5ce4c766db16f1e6c830,c6db769485f6cfc778f9094c27727dcc,m,1987,b,[u'choice_0'],choice_1,[u'choice_0']
ecd2ead7f7c51c33a7714aedf75477a164f48eef90f04883d37adaa2f9e91aa1,a25acdaf590b45cfb279363b3eda4976,m,1982,m,[u'choice_0'],choice_1,[u'choice_0']
7069568e6ae77861b4f3466cbf32f5b45079e89ffb3017135423093ee04645b5,3e7e74be1db303caae2e508359b2d1ca,m,1989,a,[u'choice_0'],choice_1,[u'choice_0']
12f6adebe92342e2eb97bb91bfde3651882568b1a8bf82e93486c5b121403d80,6b6ba4fdd38d8e480f9925d60f794215,m,1992,hs,[u'choice_5'],choice_1,[u'choice_0']
695d922e2f5b3128533a9f5c2a1319e67af88131365bd14c40d453057cb46ab2,0be8d58bef618a43f44b112f28ffe318,m,None,jhs,[u'choice_0'],choice_1,[u'choice_0']
56c2b2e654d9db175af8bf732fd8a66854e23a6d6df40a284089250a0ae94eee,0c3625c04f84937374aa297457f9b76b,m,1980,hs,[u'choice_0'],choice_1,[u'choice_0']
6209a377ee6b79e7fdef00a6ab137a977e0d6b0d100c22945195d5184627ca68,2eaa6a349a9c28850900394cb6f70280,m,1983,jhs,[u'choice_0'],choice_0,[u'choice_0']
15cccde6ea805b260affc508a44b6ced03f9e836182ead1a94badc8d4d60da84,993c64e1f96837f14a096e857c23c38f,m,1984,b,[u'choice_6'],choice_1,[u'choice_0']
e0049c8f3bdcce209f067d0c8e591d9b1fdcefb056b5a14f2c5d0121f9e2bb80,3d06f86fced1295dc9cd7a36023696d8,f,1966,b,[u'choice_0'],choice_1,[u'choice_0']
a8071c36e44722d95f53058a62b7e732ce870701515cfde13ec316a5bad394cb,c9dbc7edfb128316f3e0a8f64485052f,m,1989,m,[u'choice_0'],choice_1,[u'choice_0']
f010987ee0e12acb7800c43ea0a063e2e90e3114698d9a96e04388509b819b26,0605eb155449dd3b38bf304ff997f3c4,m,1979,m,[u'choice_0'],choice_1,[u'choice_0']
2d9c9a5d46b0bfb8481e8d4dd0eaa26e1757967a8b9dbb9c1a9455e441f9f720,08aa8b6f156d57c1a6923a77e1ccf115,m,1979,p,[u'choice_0'],choice_1,[u'choice_0']
793709b9e02c3c9e5457806cc3bc382d523104e1179f9d9d9fc38c7beb32447f,dc4b4d075a1c2b5e5c168c4f0cd009b6,m,1995,m,[u'choice_0'],choice_1,[u'choice_0']
5f85d2e39bc1b53423cb88d16bf38967255eae711ed34a95db4d0937d59370ce,3a5d79a60fd6d9e3ba00ee6fd4d7104a,m,1954,m,[u'choice_0'],choice_1,[u'choice_2']
8019c23d961dc7446f992e6957279254033a0deb2c768b51434722dec85b975b,d41bb48daa07ab9bdfceadcc64182ebf,f,1965,p,[u'choice_0'],choice_1,[u'choice_0']
50920d3ac6929c07938e864678dc4257f3f57867fb937d5e64ee5873c5a53a6f,709ff6a4cd88de619227e8a32c614b66,m,1969,p,[u'choice_0'],choice_1,[u'choice_0']
77182a21bcce485282855ce3d4238686a0f0bb28dfba59cfcadd52a3056154c0,96a4b81bd5413f9b0dc65fe93d872a01,m,1975,m,[u'choice_0'],choice_1,[u'choice_0']
4fb6eac920576899dad08322722893c7fc14758445ad06f9b158a3477056594f,eadae23fa19751e8def36b1882a9f129,m,1989,hs,[u'choice_0'],choice_1,[u'choice_0']
a1b4e9fc164d3966ae7816ce23b8922f70d8ae9e361b588d00a3b91db1359644,0cd2ad8ebcbd5243b40351cac1ccdc77,m,1984,m,[u'choice_8'],choice_1,[u'choice_0']
8e8e536aa505450281bfc0b33746f273fa5a4f4798c5d808d4d6e570a18ede3c,c807192c6c68d15023d3c99105e519cd,m,1979,hs,"[u'choice_0', u'choice_1', u'choice_4']",choice_1,[u'choice_0']
8abdfce6de511eba2e5dbabcb96b68a7efa01df3c81eddc184031c49b52184d7,33e4107d0cbe52d1047f7dbc319adaf3,m,1979,jhs,[u'choice_0'],choice_1,[u'choice_0']
3709f7d281da0fb21b551ffca63aa804a9da06a2244dc792f8bccc561ee6137a,b179403e250bc43594e77019b5a06e01,f,1973,m,[u'choice_0'],choice_1,[u'choice_0']
